COUNTRY,PRODUCTION_INDEX,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Armenia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,113.94,123.92,132.47,136.04,143.2430548,153.0864647,172.3917748,,,,,,,
Ireland,Industrial Production,Index,Annual,Units,2.184376148,2.469294776,2.800168021,2.879822691,2.806295304,3.063641161,3.146359472,3.296477889,3.232141425,3.213759578,3.262777837,3.592885172,3.873208338,4.22169752,4.461427441,4.701157362,5.080282955,5.268696887,5.522213193,6.012395779,6.693290027,7.167388496,7.469923061,7.744118945,8.077289921,8.941236729,9.080632402,8.714035195,9.485457659,10.24805788,11.05672845,11.90852742,11.60540318,12.23544679,12.14638153,13.10290228,14.40193763,14.88764398,15.2109709,16.56069613,18.32997312,20.45207453,21.45130319,22.17897991,24.20283078,25.52932479,28.59163097,34.125006,36.88411355,43.33466444,51.88486585,59.57095116,68.08325275,75.58741888,81.765091,86.38887014,87.45764531,90.92926965,93.70353713,98.61535496,96.47780461,92.17238404,100,99.56670277,98.10849096,95.92533956,115.9903341,158.8367636,166.6714048,162.5026346,154.4694805,165.2685806,189.3151061,242.9268149,288.9156296,,
India,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,7.192966393,7.851232529,8.612015522,9.32603644,10.13418102,11.06282788,10.98189351,10.89496402,11.58800195,12.40154216,13.0542549,13.60470932,14.38252534,14.62185335,14.91557408,15.62267955,17.15981807,18.05729809,19.28766162,19.51937464,19.66623501,21.44270153,21.87593696,22.99907938,25.13582922,27.41317622,29.24747868,32.52698915,34.91387114,36.82991614,40.89415494,41.55463461,42.74807561,43.56550095,47.63627914,53.68849636,58.31421081,61.47480101,63.54410021,68.35484324,73.44501718,76.67525773,76.92439863,78.1185567,83.65979381,86.47766323,91.70103093,98.9604811,102.9810997,91.40893471,100,104.6563574,102.9123711,102.3969072,103.7886598,103.1013746,107.7147766,110.5670103,112.0704467,117.4914089,119.742268,134.9914089,141.1426117,149.2869416,
United Kingdom,Industrial Production,Index,Annual,Units,33.89112191,36.10578928,38.32045666,39.19290138,37.98490099,40.40090176,42.48134687,44.56179198,44.49102742,45.40381067,44.73751071,47.38044757,50.71989848,50.98466923,51.47047983,53.46222376,57.29146081,59.02002421,59.73085019,59.31898458,62.31256379,64.42754936,64.76944553,64.40369614,65.55660181,71.44834735,70.02510518,66.24834522,68.39513509,71.93336284,73.97678875,75.5590524,70.31134383,67.44895733,67.61592988,69.38106821,69.82632834,73.39636038,75.03428154,78.11134703,82.15049241,83.85997324,83.87587538,81.08504855,81.43489579,83.20003413,87.59697783,89.13948611,90.35648579,91.60410181,95.30305805,99.92675334,102.2981139,106.6746017,108.3867424,111.3257645,111.3257645,110.3094671,114.8416041,112.9829702,110.3003113,102.5453214,100,95.13825307,95.76084966,97.66526277,99.65207837,104.3398645,104.312397,104.7427211,108.0021974,109.8608313,112.4336202,108.0479766,104.3215528,,
"China, People's Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,114.3085116,125.7125494,137.9042284,149.299887,158.4080348,168.0273114,179.0040121,190.1231584,201.0914799,206.253043,226.7987452,,,
Brazil,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.28015107,48.43169249,49.47010393,52.50830794,56.16625755,61.32780293,55.08482896,55.10183569,52.24820497,55.95767497,60.70955796,67.34868892,67.9349213,65.73104787,67.65431003,61.63242363,60.02428646,57.78262129,62.12243831,66.84603983,68.07012409,69.24810225,71.94043823,70.48257661,70.02216508,74.67173711,75.84971527,77.9647015,78.21605907,84.75754925,87.13119182,89.45354256,94.77882707,97.69467965,90.72718196,100,100.4078869,98.10021156,100.1386473,97.11986803,89.10227978,83.37304953,85.47679863,86.30131853,85.36854099,81.5663537,84.77330496,84.18386359,,
Chile,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5535442,78.14537046,75.50566187,78.41656072,79.83915263,81.28951145,85.5073067,92.98956627,98.05517816,101.2243094,105.4004543,105.6253663,98.52906694,100,103.5739123,107.0978877,110.7022993,111.0676828,111.5747029,110.6271903,109.3851573,113.2301316,112.5128064,111.3731469,,,,
Australia,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5730643,35.20661358,35.42544691,35.98962316,37.92293397,38.48760318,39.67018262,39.3621566,37.85693383,40.38596242,42.70463613,42.29615924,45.55221605,49.08181954,50.86538695,52.86349812,52.68013308,53.02156398,54.45337682,57.16780431,59.07990787,61.62127415,62.51563321,64.47903377,65.19400068,73.44501718,76.67525773,76.92439863,78.1185567,83.65979381,86.47766323,91.70103093,98.9604811,102.9810997,91.40893471,100,104.6563574,102.9123711,102.3969072,103.7886598,103.1013746,107.7147766,110.5670103,112.0704467,117.4914089,113.3591065,113.7590321,112.8621937,,
Canada,Industrial Production,Index,Annual,Units,13.08760153,13.55837856,14.54701033,15.91226373,16.57135158,17.79537187,17.74829416,19.7255577,21.79697665,22.13044372,21.99705689,23.92331958,24.40586604,25.38665153,27.90322226,29.70054892,32.6558742,35.55687748,37.83892346,39.03505193,41.8268889,44.53097497,44.00760347,46.46828522,50.55653742,56.32772671,57.15143614,52.93573619,56.38466033,58.36898001,60.82548315,63.78655402,61.78604221,61.75254859,57.0260284,60.13302905,67.63235609,71.06672097,70.53128241,73.48347939,78.36116081,78.1184833,75.96807824,73.26265652,74.19147852,77.77336218,82.63055488,86.42301658,87.45058625,91.99155337,94.96436181,100.5818156,107.6634791,104.2778511,106.2585608,106.3578024,108.6895039,111.1616655,110.9359147,109.355659,105.7347682,94.34259588,100,104.7632787,104.6183797,106.4202643,111.7067015,111.1765676,111.0323027,115.1202313,119.0036526,118.918996,109.7152115,115.085037,119.5537617,,
Mexico,Industrial Production,Index,Annual,Units,,3.05948727,3.27641913,3.571895284,3.792567349,3.740204486,4.0020188,4.450843339,4.918368899,5.226935769,5.46069855,5.895497321,6.396684722,6.708056746,7.050285456,7.702951139,8.871806909,9.484977149,10.37279656,11.18396969,11.90284042,12.93967321,13.84862996,14.11129426,15.54327555,17.10889306,18.36115666,19.22633603,19.74936057,20.43251817,22.47277469,25.91045141,28.44147545,30.9546099,30.15150618,27.16505965,28.51781611,30.07821915,28.30406227,29.09189786,29.90110883,31.73633824,33.87387666,35.00982564,36.53969243,36.64962297,38.40240447,35.399163,38.92726645,41.89071585,44.12817787,45.12093051,46.89194954,45.69246316,45.25703022,45.98835082,47.86962784,49.04585668,51.18167461,54.09215404,71.76267776,84.34108639,100,111.9186236,118.6857837,135.1914271,139.0588847,144.8704623,127.4092961,133.3623784,152.9200543,150.7048074,,,,,
Malaysia,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,5.052648396,5.5124394,5.972230405,6.085072885,6.679180126,7.610130593,8.465291334,8.46697555,9.773927269,10.61224585,11.63498609,12.65309475,13.38783403,13.81899336,14.579038,16.38932613,19.01493487,18.54969543,20.31737499,22.02517226,25.14711317,28.13961964,31.55962703,35.09070084,38.1439795,41.72744313,46.80925558,52.93337683,58.76240154,65.0462221,60.36286634,65.83430346,78.42624665,75.83818051,79.36736161,86.66100255,96.07215215,100,105.0083333,107.2836356,108.0771011,99.93333333,100,102.3900088,106.7037176,110.3288439,116.0457098,121.5209005,126.5227008,132.1499287,136.1213329,,,,,,
Iceland,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28234605,34.52616463,36.61039172,43.23779302,45.21936571,43.74665652,47.7000053,53.61722292,62.64864038,63.02797881,85.43693629,88.60676683,100,112.1133636,117.1208308,112.4111311,113.6428131,124.3539072,113.1507482,114.1525327,,,,,,,
"Azerbaijan, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.26586707,84.65767116,89.75512244,97.45127436,100,95.00249875,92.8035982,94.45277361,93.80309845,96.05197401,95.55222389,92.30384808,93.70314843,95.40229885,91.6041979,96.15192404,95.10244878,,
Bosnia and Herzegovina,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.35784685,92.88286581,102.4924185,95.8206975,100,102.378696,98.37945413,103.4401061,103.6485974,106.8423048,111.5523124,115.0682335,116.8783169,110.6709629,103.5917362,113.7319939,114.7934041,110.3203184,
Euro Area (EA),Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.82403805,99.34284479,98.97968007,99.32555123,101.4613057,103.1387808,107.3497622,111.4137484,109.433636,93.27280588,100,103.3981842,100.9079118,100.0864678,101.1500216,103.7699957,105.438824,108.5862516,,,,,,,
Algeria,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5346507,105.4272196,98.52490955,97.46729752,90.28666852,87.05816866,93.29251322,93.4567214,94.85109936,94.6284442,95.80228222,96.79933203,97.17790148,98.73566797,98.43423597,100.0583837,102.1987197,102.2543835,100,100.4174784,102.0873922,103.0336766,107.5146117,109.0175341,110.6874478,113.1923184,,117.4784303,108.3774005,112.3851934,115.6693571,120.6512664,
Russian Federation,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23009676,70.67492855,67.48658591,64.43464808,65.77511234,62.34718202,63.08429675,69.16397564,71.20004672,73.46078349,80.45664047,86.90032184,91.35969849,97.22453675,103.8006327,104.3757286,93.24053944,100,105.0254188,108.5423785,110.467539,113.2094341,119.1265939,121.243437,125.7188099,130.1358447,134.5445454,131.6609717,138.7365614,,,
"Macao Special Administrative Region, People's Republic of China",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0394265,100,99.67741935,91.89964158,90.43010753,112.8673835,129.2114695,138.6738351,170.3584229,132.3655914,,,,,,
Japan,Industrial Production,Index,Annual,Units,,,,,,5.369635832,5.846645046,6.167860425,7.530847438,8.900718224,8.74239145,10.47710219,13.09293586,15.63993179,16.94096485,18.84776991,21.83532731,22.65449627,25.65582121,30.63278894,35.35505708,40.99975077,46.63756069,47.85598847,51.31852619,59.0077004,56.64656633,50.42363573,56.03391055,58.33997444,62.03656043,66.59361802,69.71885087,70.41411192,70.63439265,72.91980522,79.70032142,82.61215732,82.47448186,85.31748002,93.22005119,98.61473008,102.7727826,104.7065675,98.68112613,95.24513065,96.44025951,99.60237129,101.9345325,105.5365181,98.62302959,98.93600817,104.3175011,97.71886923,96.61475034,99.8528674,104.590509,106.0842803,110.6893386,113.774109,110.132489,86.97608533,100,97.07524373,97.70852429,96.85859512,98.53667757,97.28824908,97.34499583,100.0931599,101.1419208,98.48262406,88.65061291,93.26744759,93.22312598,,
Jordan,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,7.505890245,6.837866013,6.957960257,8.316526391,7.198148745,8.534197209,10.44194431,11.47337873,11.96564003,12.83194486,16.03993108,16.65214219,20.44785107,24.4884444,29.22899909,34.08179249,35.21846445,36.96326612,42.35480529,45.36688395,45.98317647,50.25845072,46.16888051,48.45038724,48.75241139,48.17489224,51.93386846,56.01340446,59.14945227,66.48398435,63.05331612,65.28620794,66.60721238,68.20917671,70.88076031,75.56525583,83.98552326,76.87810808,86.13051166,94.87622942,100.3668914,103.5545364,104.9861863,103.2346116,100,99.748591,99.91159244,101.4255719,103.2114046,104.4667919,102.0416233,101.5473495,95.40282761,,,,,,
Bhutan,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18167461,54.09215404,71.76267776,84.34108639,100,111.9186236,118.6857837,135.1914271,139.0588847,144.8704623,127.4092961,133.3623784,152.9200543,150.7048074,,,,,
"Egypt, Arab Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.35200902,99.38625453,95.11906932,97.25468749,97.30195062,96.32765501,102.9964823,,,,,,,
Paraguay,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.18181818,81.84971098,86.67367315,91.56069364,88.50236469,100,104.2879664,103.8255386,120.2207042,126.0956385,128.3342091,133.5365213,140.1576458,145.2968996,145.6016816,145.170783,151.812927,,,
Ecuador,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.44501718,76.67525773,76.92439863,78.1185567,83.65979381,86.47766323,91.70103093,98.9604811,102.9810997,91.40893471,100,104.6563574,102.9123711,102.3969072,103.7886598,103.1013746,107.7147766,110.5670103,112.0704467,117.4914089,,,,,
New Zealand,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9494251,64.37930578,64.29912675,67.24347887,70.69117711,70.20119415,78.2859129,78.65117292,77.64448067,76.87308797,75.26994079,75.24777556,74.00652291,71.47968715,73.77853773,78.41423641,82.61612995,84.39568095,86.10873627,86.47604572,85.02580666,86.64703461,89.70266933,89.53801336,94.64868117,97.7518128,101.2412527,101.4914031,100.4718027,104.7908553,102.8814794,96.80504101,100,97.12168709,97.73281403,98.32810867,101.5072354,102.8751464,104.9238466,105.9054495,107.7261645,109.2112346,104.4963744,107.5773408,103.6857604,,
Solomon Islands,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,165.3500301,174.3680517,158.3971347,153.1383086,144.2700648,160.9246966,164.8251889,176.0417069,,,,,,
Taiwan Province of China,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,102.6058539,103.1274047,106.4277096,113.2468199,111.7971177,114.001121,119.7011296,124.0616361,,,,,,
Albania,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22973976,51.18167461,54.09215404,71.76267776,84.34108639,100,111.9186236,118.6857837,135.1914271,139.0588847,144.8704623,127.4092961,133.3623784,152.9200543,150.7048074,148.1437171,183.3475397,,,
Angola,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.32155249,106.4325396,103.7411027,100,96.3225,103.45,103.725,103.425,110.375,107.925,102.725,,,,,,,
"Croatia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3392672,142.6044659,146.021847,144.0283747,143.1740294,126.9414692,90.77418574,77.53183394,72.97532579,71.1954398,71.36749545,73.53302341,78.54636896,81.32299111,80.32072512,81.49729824,86.36046714,90.63099181,93.61164372,96.60972634,101.0109813,105.1856371,110.3974203,111.7308698,101.3857417,100,98.77113474,93.28917553,91.58096566,92.67910058,95.18040788,100.2265993,101.638487,100.636221,101.1940038,98.44866655,104.6017082,105.8392888,105.525536,103.5645808
Bulgaria,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.33794788,71.76302932,75.1526873,84.94503257,95.85708469,102.5040717,108.6522801,119.1266287,119.9002443,98.0252443,100,105.8224756,105.4560261,105.3135179,107.2577362,110.3420195,113.2634365,117.1416938,117.5692182,118.1799674,111.2479642,122.1498371,137.6526873,126.1706026,122.271987
Norway,Industrial Production,Index,Annual,Units,,59.66450461,66.0571301,70.31888043,70.31888043,73.51519318,78.84238109,15.09281122,16.00642394,16.36512126,16.44769268,17.13223632,18.85203015,20.15719119,20.96692376,21.99951035,23.84449309,25.78181376,26.86145718,27.8505384,28.93195755,30.64020914,31.94714591,33.34020554,35.68061677,37.65877921,39.46025659,41.43841903,43.82499922,43.68915593,48.14357289,51.69947082,53.90403875,53.45389137,53.53823851,58.26434205,61.95341968,65.51109334,68.17912662,72.6983577,74.79371828,81.75457715,83.77890856,85.90978372,90.75752472,93.98047341,100.5684291,106.5792728,112.5154588,116.143128,115.2444554,114.9888697,118.6165389,117.7590898,116.6955231,113.7768983,113.480089,113.480089,111.0149229,109.7040152,110.2481656,105.9032072,100,95.04493363,96.68562948,94.10503751,96.11674499,97.53483387,96.35584137,96.06727677,94.30291038,90.18880369,96.85052354,98.92818864,98.5241982,98.8127628,103.7018715
Italy,Industrial Production,Index,Annual,Units,,,,16.45481403,17.00330783,18.2831267,19.76993751,21.51229393,23.19962846,24.99639059,25.77997038,28.52249963,32.97092702,36.54295657,40.05734122,43.6088531,44.07978259,46.13448121,51.30591239,55.3566877,58.60629664,60.67565074,64.65119456,64.4030284,67.22372022,73.73954765,77.04484742,69.97601979,78.66476673,79.51576173,81.02918454,86.42533311,91.23135427,89.19521927,86.44096563,84.40385359,87.16299239,87.29684579,90.88157676,93.26944334,99.70026897,103.5869029,101.6113439,100.6687077,100.4431196,98.05027393,103.158234,108.7093136,107.7425073,111.3116339,113.3983242,113.5272317,117.0883016,116.1698356,114.6148888,113.4144376,114.4698679,112.4234612,115.9361908,118.9010635,115.098292,93.57879471,100,100.4270061,94.4489204,91.49210442,90.50918466,92.19303899,93.42571705,96.31807928,97.90525298,96.84176603,86.19883983,96.68063165,96.326136,93.92523364,91.20206252
Spain,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,19.12366566,21.11718164,22.9505216,25.91088319,29.99826639,34.37608924,35.43460184,38.32452457,44.39191494,47.62727752,50.77965734,59.03837142,65.54190371,70.43209684,68.59103755,72.12757368,75.89018975,77.61808639,78.27210335,79.17642309,78.40936617,77.52926928,79.60436011,80.29874849,81.88938232,84.42470731,88.30843763,91.0456197,95.10698426,95.13928139,94.42067017,91.74808236,87.41219217,93.81509891,98.19136052,97.50504643,104.1824788,109.7779572,112.7250706,117.1901494,115.8175212,115.7287041,117.4566007,119.7496972,119.9515543,124.3520388,127.3395236,118.2801776,99.10375454,100,97.90068631,91.42511102,89.69721437,91.08599112,94.1138474,95.49454986,98.2963262,99.15220024,99.60436011,90.31893419,96.89140089,99.13605168,97.52119499,98.26402907
Germany,Industrial Production,Index,Annual,Units,,,,,,,,,,,27.33297207,29.28884648,32.69493336,34.758423,36.21835975,37.44296921,40.54047266,42.77510942,43.48109126,42.55274783,47.78051422,54.02608732,57.54756885,58.05517563,60.1971077,64.06931115,62.95555834,59.04834752,63.0242765,64.6663812,63.451496,66.6475387,66.64300071,65.42487409,63.29785257,63.72183065,65.64853225,68.79725018,70.05946015,70.3297948,72.86134586,76.45024898,80.40543286,83.2267671,82.08811422,75.98318297,78.11158798,78.83857406,78.75974424,81.00201454,84.4179732,85.61793816,89.90978366,89.87474818,88.85871945,89.34921608,93.13304721,95.97092056,101.0598231,106.8757117,107.5413857,89.91854252,100,107.0158536,106.1925199,106.0261014,107.4625558,109.0128755,110.0902163,112.7704301,113.8915652,110.0026277,100.3766313,105.1151791,104.6509591,102.2335114,97.35482176
"Netherlands, The",Industrial Production,Index,Annual,Units,18.82328105,20.53448841,23.10129947,23.95690315,23.95690315,26.5237142,29.09052525,32.34181925,18.96374265,19.68102374,19.79510423,21.75942769,24.00182234,25.04066782,26.21854889,27.74294945,30.51802173,32.24369693,34.01601199,35.46962128,39.74494271,44.29233006,48.53655825,51.19503085,53.81463689,57.91894547,60.64737787,55.7501915,59.99441969,60.25093898,60.77952417,62.97159807,62.45078619,61.13709651,58.91392936,60.61628463,63.38358359,65.9798697,65.73112372,66.96708028,67.82991788,70.61276347,72.71933094,73.98638075,73.85423445,72.99917016,76.55157361,78.75919413,80.64033556,80.25166998,81.76242749,84.21132333,88.76009273,89.79135023,90.75065953,89.39163802,93.55663922,93.97233992,95.82700456,99.88808058,100.5356144,92.81317451,100,99.312495,98.73690943,99.29650652,96.51450955,93.10896155,94.42001759,95.42729235,96.73834839,95.40330962,92.2855544,95.93092973,99.43240867,98.25725478,96.29866496
Czech Republic,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.03940837,63.34005457,62.94436985,64.20387541,67.07832981,68.18200276,65.99616773,69.494993,74.65274039,76.18175945,78.97060407,87.20792506,90.58899537,98.11564553,108.5818887,106.6113923,92.07494347,100,105.9007214,105.0177668,104.9316249,110.1539787,114.8917842,118.832777,126.531711,130.3757941,130.1066006,121.0078605,129.2021105,131.9155809,130.2788845,129.3420911
Belgium,Industrial Production,Index,Annual,Units,19.47594948,19.34865569,20.15484968,22.955313,21.17319998,21.38535629,22.23398154,24.01609456,25.54044026,25.42928355,24.33332833,25.43802621,27.19155457,28.92072836,30.55061049,32.97794835,34.9469209,35.81119556,36.53371419,37.15444324,39.21458927,43.05636507,44.33029593,45.11213977,48.50741529,51.44744788,53.5569275,48.32694175,52.0638056,52.29735959,53.57441283,55.98551432,55.29047263,53.76487798,53.75113951,54.79588771,56.17660395,57.56418942,58.02068131,59.26026599,62.72048701,64.87055757,65.85285818,64.57393152,64.31477401,61.02316149,62.29396997,65.90718758,66.2256703,69.18568611,71.52344838,72.16180413,73.45101291,76.67337993,76.95770643,78.14240019,83.67492003,86.44710342,91.73083758,98.95746949,103.0091221,91.41097026,100,104.6676934,102.9380405,102.4167753,103.802867,103.1275915,107.7360502,110.5793152,111.8824784,117.4979268,113.1856415,142.1632508,141.0733325,130.5058642,127.2834972
Vietnam,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.34597157,90.29627759,100,106.772364,111.3881235,76.00993052,81.65650449,91.38056666,106.4790145,75.18162402,83.43747021,89.18384658,91.2877024,93.38408638,107.7086653,95.47780186,104.5245954
"Lithuania, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.13095316,56.02553653,60.51840564,69.00084199,60.13191131,59.64075218,67.27476845,70.99354477,81.70081392,91.32753298,97.55823744,102.8627561,105.1782206,110.0757788,94.55515015,100,106.0903733,109.7670502,113.1349986,112.6859388,117.5413977,120.3480213,128.2486669,134.9424642,139.4891945,139.7979231,168.3833848,177.6873421,168.2570867,174.9789503
Greece,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7590165,103.6905909,104.1034478,113.4231513,115.619096,123.8197609,119.6577522,119.8383352,120.5434689,121.2744002,119.3137845,120.3542867,123.0716313,117.8605211,106.4665921,100,94.18694643,92.2521283,89.24241121,87.48817611,88.33949609,90.77306733,94.47931894,96.14756213,95.35643649,93.44741594,103.1988993,105.787256,108.1692321,113.8446986
"Latvia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.94069702,66.66013482,61.34398907,66.66013482,70.29311217,72.70954206,74.29272026,67.82668718,69.75427608,77.10190316,82.43796675,88.88219706,95.26620092,102.0476993,108.6485184,109.877138,106.4201397,87.03926765,100,109.0098771,115.7311491,114.6952542,113.4545893,117.5861238,123.8978559,134.2808962,136.2201879,137.5331245,135.5576969,144.5675741,145.892556,138.1835702,135.3890629
