COUNTRY,PRODUCTION_INDEX,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Romania,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0973819,119.3664226,120.1289691,127.38246,133.7060162,144.0654892,154.4621595,154.74114,159.9487745,156.3034303,133.1790532,104.9152368,80.52614852,81.25769717,83.77759475,91.69727284,100.7419052,94.1470806,78.04935207,74.04281866,79.33066227,82.45345275,82.13528164,81.52250766,83.69078482,81.05114306,88.59297667,97.74923403,100.3181711,94.77963705,100,107.4711289,110.0518501,118.7013905,125.9132689,129.3777987,133.4315343,143.848692,148.8569408,145.5220363,132.0527928,141.4093802,142.0457224,137.8505774,135.6940844
Hungary,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,33.50525977,35.83201392,37.69341724,40.48552223,44.20832887,46.53508302,48.67569684,51.88661757,54.44604713,56.28418291,55.07427075,56.6128992,57.9933509,58.36003338,60.09278785,61.58827719,62.67394493,64.15505456,63.50796783,60.28691387,54.72196798,44.68493378,40.32069326,41.88808112,45.90001886,51.27802859,53.00260495,58.84179556,66.17314638,73.02550887,70.46383081,73.07137707,75.41456381,80.56957462,86.87815429,92.71809661,101.9226148,109.973564,110.0456621,90.4950733,100,105.6236482,103.7490988,104.8425859,112.9295842,121.2929584,122.4224946,128.0341264,132.5642874,140.026436,131.4347513,144.1961067,152.9440038,144.592646,138.8248017
Austria,Industrial Production,Index,Annual,Units,,,,,,8.595381978,10.3549668,12.05125721,12.66488874,13.38208677,13.72126707,14.51808185,16.0502188,16.69233112,17.14284541,17.94419123,19.33327695,20.18316957,21.11785726,21.28162179,22.86618928,25.44046417,27.68656271,29.39670459,31.73342381,33.33158441,34.97440807,32.80145338,34.66241398,36.00942581,37.01272631,39.80449085,40.86151647,40.1676209,39.92877066,40.27248199,42.37747116,44.37306822,44.83329186,45.26762389,47.22503079,50.03621406,53.60731654,54.53164758,53.87917861,53.0014525,55.12132936,57.92280326,57.68311237,61.3236253,66.51814823,70.75635731,77.49402304,79.90654206,80.67811345,82.14518583,87.9048033,91.43664421,98.01130189,103.6296457,106.4985873,93.43620952,100,105.8900239,107.0962834,107.4440339,107.2918931,109.5305368,112.0082591,117.7678765,123.7231037,124.0056509,117.2788524,130.4064334,139.013258,138.5785699,132.4386003
"Estonia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08503846,52.24205485,59.81715281,65.12842838,70.58482078,78.36308228,86.48962415,95.99477579,105.4854158,112.2478595,106.5592802,80.96067334,100,119.9100276,121.2305906,126.2080975,131.0985343,131.5048614,135.9744594,141.4163402,148.2078073,158.4675664,153.7077347,174.1401828,177.2747061,160.0783631,153.6351763
"Poland, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.96611111,82.80712237,84.39474631,83.55915476,72.19510971,70.02257169,75.97616147,79.77810301,82.64696732,86.11237945,88.8456984,93.19206051,90.56845929,67.52966032,56.75165757,58.76443258,61.55998908,69.61108912,53.67186157,58.6806797,48.58803617,50.85158859,53.27932357,56.8852459,57.13114754,57.95081967,63.08743169,71.2704918,74.28961749,83.36065574,91.17486339,93.64754098,89.93169399,100,106.7213115,108.0327869,110.5601093,114.3442623,119.863388,123.3060109,131.4071038,139.1803279,144.9453552,143.1284153,163.9344262,180.7786885,178.6065574,179.8907104
Hungary,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,6.944444445,5.194805194,7.407407407,9.195402301,5.263157894,4.6,6.596558318,4.932735426,3.376068376,-2.149648615,2.793733681,2.438404877,0.63228366,2.969077245,2.488633644,1.762783096,2.363198348,-1.008629385,-5.071889505,-9.230769231,-18.3418736,-9.766693484,3.887303852,9.577754892,11.71679198,3.363187717,11.01679929,12.45942743,10.35520127,-3.507922231,3.700545703,3.206709423,6.835564054,7.829977629,6.721991701,9.927423536,7.899080406,0.065559441,-17.76588775,10.50325322,5.623648161,-1.774744027,1.053972666,7.713467049,7.405831028,0.931246285,4.583824107,3.538244955,5.629079043,-6.135759032,9.709270433,6.066666667,-5.460402263,-3.989030167
Belgium,Industrial Production,Year-over-year (YOY) percent change,Annual,,,-0.653594771,4.166666669,13.89473684,-7.763401109,1.002004008,3.968253968,8.015267176,6.347183941,-0.435218465,-4.309815574,4.539855258,6.89333497,6.359231105,5.635688375,7.945300683,5.970573198,2.473106751,2.017577512,1.699058168,5.544817386,9.796802344,2.958751523,1.763678368,7.526301218,6.060996176,4.10026097,-9.765283397,7.732464982,0.448591853,2.441907673,4.500472077,-1.241467006,-2.759236043,-0.025552871,1.943676371,2.519744265,2.470041575,0.793013669,2.136453165,5.839023773,3.428019555,1.514247208,-1.942097427,-0.401334558,-5.117972619,2.082501868,5.800268661,0.483229107,4.469589816,3.378968106,0.892512543,1.786552871,4.387096774,0.370828183,1.539408867,7.080048514,3.313039785,6.112100863,7.87808343,4.094337364,-11.25934445,9.396060135,4.667693401,-1.652518393,-0.506387386,1.353383459,-0.650536407,4.468696152,2.639102705,1.178487251,5.01905972,-3.670094777,25.60184216,-0.766666667,-7.490762513,-2.469135802
Greece,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906562275,0.398162328,8.952348575,1.936063832,7.092829188,-3.361344538,0.150916277,0.588404133,0.606363247,-1.616677303,0.872072072,2.257787939,-4.234209055,-9.667298993,-6.073822793,-5.813053573,-2.054231717,-3.262490679,-1.965696666,0.973068606,2.754794121,4.08298598,1.765723127,-0.822824434,-2.001983948,10.43526272,2.508124323,2.251666396,5.246839971
"Latvia, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.78760751,-7.975,8.666123336,5.45,3.437648174,2.177400871,-8.703454464,2.841932842,10.5335866,6.920793626,7.817066043,7.18254506,7.118472626,6.468366383,1.130820399,-3.14623986,-18.21165818,14.89067257,9.009877138,6.165745856,-0.895087427,-1.081705524,3.641575539,5.36775251,8.380322769,1.444205239,0.963834114,-1.436328604,6.64652568,0.916513914,-5.284015852,-2.022315202
Austria,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,20.47128129,16.38141809,5.0918466,5.662884596,2.534584502,5.807151618,10.55330153,4.000645265,2.698929735,4.674520465,7.741144218,4.396009107,4.631025304,0.775478927,7.445708376,11.25799694,8.828842582,6.176793772,7.948915557,5.036206017,4.928729561,-6.212984898,5.673408979,3.886087768,2.786216318,7.542715238,2.65554363,-1.698164019,-0.594633793,0.860811205,5.226867255,4.709098963,1.037168865,0.968771205,4.324076987,5.952739933,7.137035743,1.724262841,-1.196495976,-1.629063649,3.999658045,5.082377256,-0.41381094,6.311228335,8.470671629,6.371507924,9.522346798,3.113167859,0.965592275,1.818426724,7.011509459,4.017801953,7.190396957,5.732342832,2.768456376,-12.26530612,7.024889509,5.890023908,1.139162562,0.32470827,-0.141600081,2.086498531,2.262129179,5.142136412,5.056750023,0.228370663,-5.424590308,11.19347665,6.6,-0.312695435,-4.430677541
Romania,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.937738247,0.638828295,6.038086391,4.964228355,7.747948255,7.216627937,0.180614088,3.365384615,-2.279069767,-14.79454228,-21.22241877,-23.2464693,0.908461005,3.101118618,9.453217317,9.863578369,-6.546257591,-17.09848932,-5.133333333,7.141602249,3.936423054,-0.385879663,-0.746054519,2.659728245,-3.154041115,9.305030532,10.33519553,2.62808921,-5.520967931,5.507895064,7.471128918,2.401315789,7.859513867,6.075647771,2.751520824,3.133254395,7.807118255,3.481608913,-2.240341989,-9.255810187,7.085489916,0.45,-2.953376473,-1.564369978
"Poland, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55276907,1.917255298,-0.99009901,-13.6,-3.009259259,8.502386635,5.004124278,3.596054814,4.19302999,3.174130095,4.892034376,-2.815262593,-25.43799369,-15.9603983,3.546636518,4.75722537,13.07846244,-22.89754083,9.332298137,-17.19926147,4.658662093,4.774157598,6.767958163,0.432276657,1.43472023,8.863743517,12.97098311,4.236151045,12.21037146,9.373975746,2.712016782,-3.967906637,11.19550357,6.721311475,1.228878648,2.339403136,3.422710985,4.826762246,2.872122179,6.569909151,5.915375819,4.142127994,-1.253534402,14.53660399,10.275,-1.201541601,0.718984244
Vietnam,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.054641626,10.74653648,6.772363963,4.32299082,-31.76118947,7.42873192,11.90849673,16.5226025,-29.39301288,10.98120226,6.887045293,2.359009958,2.296458263,15.33942186,-11.35550556,9.475284661
"Netherlands, The",Industrial Production,Year-over-year (YOY) percent change,Annual,,,9.090909091,12.5,3.703703704,0,10.71428571,9.677419355,11.17647059,-41.36463845,3.782381472,0.57964714,9.923279185,10.30539354,4.32819416,4.703872437,5.814206461,10.00280191,5.65461029,5.496624879,4.273308958,12.05347359,11.44142382,9.582309582,5.477258168,5.116914667,7.626751408,4.710777077,-8.074852602,7.612939208,0.42757191,0.877306154,3.606599309,-0.827058388,-2.103559871,-3.636363636,2.889563267,4.565273147,4.096149129,-0.377002828,1.880321665,1.288450377,4.102681641,2.983267283,1.742383752,-0.178608951,-1.157772866,4.86636141,2.883834281,2.388472167,-0.481974166,1.882524701,2.995135932,5.401612542,1.161848149,1.068376068,-1.497533474,4.659273833,0.444330514,1.973628243,4.237924418,0.648259304,-7.68129771,7.74332472,-0.687504996,-0.579570152,0.566755728,-2.801706787,-3.528534747,1.40808792,1.066802134,1.373879534,-1.380051235,-3.267973856,3.95010395,3.65,-1.181862036,-1.993328452
"Croatia, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.595300261,2.396405392,-1.365187713,-0.593178448,-11.33764296,-28.49130679,-14.58823529,-5.876951331,-2.43902439,0.241666667,3.034333694,6.817815072,3.535010197,-1.23245097,1.46484375,5.967276227,4.944999495,3.288777767,3.202681315,4.555705909,4.132873167,4.954842986,1.207862951,-9.258970359,-1.366801341,-1.228865261,-5.55016324,-1.831091181,1.19908641,2.698890352,5.301712297,1.408695652,-0.986108729,0.554256517,-2.712944621,6.25,1.183136144,-0.296442688,-1.85827552
"Estonia, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.407566407,14.5,8.879184862,8.377896613,11.01973684,10.37037037,10.98993289,9.886621315,6.410785528,-5.067873303,-24.02287893,23.51675928,19.91002757,1.101294929,4.105817572,3.874899391,0.309940226,3.39880821,4.002134472,4.802462801,6.922549692,-3.003663004,13.29305136,1.8,-9.700392927,-4.025020397
Germany,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,7.15573265,11.6292968,6.311343763,4.200238735,3.38118422,8.272590335,5.512113217,1.650450123,-2.135050916,12.28537912,13.07138108,6.518113203,0.882064685,3.689476505,6.432540708,-1.738356151,-6.206300007,6.733345044,2.605511382,-1.878696742,5.036985574,-0.006808941,-1.827838792,-3.251089972,0.669814316,3.023613075,4.79632647,1.834680839,0.385864587,3.599542798,4.925661307,5.173539563,3.50888509,-1.368133025,-7.437046522,2.801152738,0.930701951,-0.09998889,2.846975089,4.217128028,1.421456734,5.012787724,-0.038967365,-1.130494104,0.551996057,4.234878933,3.047117464,5.302546317,5.754896863,0.622848713,-16.38703372,11.211767,7.015853552,-0.769356687,-0.156713956,1.354812061,1.442660364,0.988269323,2.434561222,0.994174757,-3.414596632,-8.750696712,4.720767888,-0.441629864,-2.310010044,-4.772104181
Italy,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,3.333333333,7.52688172,8.132147395,8.813160987,7.843582523,7.744788377,3.134771732,10.63821724,15.59620457,10.83387661,9.617132774,8.866069904,1.079894251,4.661317493,11.20947076,7.895338208,5.870309577,3.530941584,6.552123925,-0.383853954,4.379750292,9.692750421,4.482397679,-9.174951811,12.41674928,1.081799439,1.903299134,6.659512383,5.560893994,-2.231836875,-3.087893791,-2.356651182,3.268972542,0.153566785,4.106369405,2.627448451,6.894890113,3.898318372,-1.907151346,-0.927687916,-0.224089636,-2.382289244,5.209531635,5.381130897,-0.889350033,3.312644881,1.874638101,0.113676732,3.136753956,-0.784421661,-1.338511686,-1.04737804,0.930596008,-1.787725225,3.1245521,2.55733148,-3.198265348,-18.69662607,6.861816616,0.427006123,-5.952667469,-3.13059797,-1.074321944,1.860423714,1.337061959,3.095895136,1.64784609,-1.086240948,-10.99001664,12.16001495,-0.366666667,-2.492472399,-2.89929662
Bulgaria,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.026049204,4.723404255,13.02993363,12.84601558,6.934267814,5.998013903,9.64024733,0.649406135,-18.24433314,2.014537902,5.82247557,-0.346287033,-0.135135135,1.846124106,2.875581285,2.647601476,3.424103532,0.364963504,0.519480519,-5.865633075,9.799615701,12.69166667,-8.341344376,-3.089955627
Spain,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,10.42434028,8.681745488,12.89888585,15.77477377,14.59358616,3.079211812,8.155651771,15.83161287,7.288179803,6.618853704,16.26382397,11.01577184,7.461170409,-2.613949283,5.155974102,5.21661256,2.276837961,0.842608967,1.155353827,-0.968794616,-1.122438472,2.676525724,0.872299422,1.980894922,3.096036285,4.600229533,3.099570266,4.460801703,0.03395874,-0.755325469,-2.830511373,-4.725864648,7.324958433,4.664773216,-0.698955678,6.848294137,5.37084399,2.684613122,3.96103431,-1.171282899,-0.076687117,1.493057978,1.952292569,0.168565842,3.668551427,2.4024414,-7.114323759,-16.21271077,0.90435066,-2.099313686,-6.61443299,-1.889958492,1.548294176,3.324173389,1.467055594,2.933964657,0.870708066,0.456026059,-9.32230869,7.276953335,2.316666667,-1.628929793,0.761715516
Czech Republic,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09648389,-0.624699061,2.000982077,4.477073053,1.645349483,-3.20588271,5.301558249,7.421753951,2.048175393,3.660777385,10.43086992,3.877021855,8.30857007,10.66725198,-1.814756049,-13.63498637,8.607180447,5.900721439,-0.83375699,-0.082026043,4.976911237,4.301075269,3.430178069,6.478796665,3.038039316,-0.206475058,-6.993296367,6.771667557,2.100175015,-1.240715044,-0.719067692
"Lithuania, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,8.019323671,14.01629184,-12.85336587,-0.8168028,12.8,5.527743012,15.08203202,11.78289248,6.822372465,5.437284235,2.251023192,4.656437625,-14.09994901,5.758385278,6.090373281,3.465608466,3.068268985,-0.39692384,4.308841843,2.387774594,6.56483209,5.21938943,3.369384359,0.221327968,20.44770126,5.525460455,-5.307218449,3.99499583
Norway,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,10.71428571,6.451612903,0,4.545454545,7.246376812,-80.85698198,6.053297253,2.240958509,0.504557292,4.16194332,10.03834992,6.923185607,4.017090252,4.924835909,8.38647187,8.124813822,4.187616227,3.682157731,3.882938026,5.904376112,4.26543031,4.36051359,7.019786424,5.544081419,4.783685017,5.013050131,5.75934179,-0.309967585,10.19570386,7.386028327,4.264198252,-0.835090262,0.157794203,8.827529022,6.331621535,5.742497635,4.072643491,6.628467248,2.882266732,9.30674264,2.476107732,2.543450615,5.642827615,3.551164156,7.009919698,5.976869427,5.569737758,3.224151828,-0.773763044,-0.221777078,3.154800315,-0.722874818,-0.903171603,-2.501059771,-0.260869565,0,-2.172333624,-1.180839213,0.496016835,-3.941070894,-5.574153367,-4.95506637,1.726231783,-2.669054319,2.1377256,1.475381712,-1.208791209,-0.299478053,-1.836594576,-4.362650813,7.386415577,2.145228569,-0.408367364,0.292887029,4.947851481
"Türkiye, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.981220657,8.115942029,8.310991957,11.07673267,19.18291551,4.565285136,10.82089552,3.998316498,2.751922299,10.04332414,3.113815319,4.685872961,5.901856764,-6.293049468,8.586702305,5.815384615,9.624890957,1.299734748,-3.692065986,6.03588907,-8.717948718,9.466292135,8.724659995,9.818267642,13.99097357,7.315233786,7.027406887,-0.558108995,-9.887751733,13.07931856,15.37340029,4.352709913,6.539289559,5.923212933,6.092762609,3.394021128,9.076086957,1.10612855,-0.611078257,2.191590639,16.45803008,4.999583368,1.610983255,0.382692908
"Türkiye, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84236224,21.42602495,23.16494872,25.09018574,27.86935854,33.21551405,34.73189697,38.49019925,40.02915924,41.1307306,45.2616232,46.67098655,48.85792969,51.74145472,48.48533938,52.64863114,55.71035153,61.07241212,61.86619148,59.58205087,63.17835736,57.67050057,63.12975863,68.63761542,75.37664021,85.92256601,92.20800259,98.68783412,98.13704844,88.43350073,100,115.3734003,120.3952697,128.268265,135.8658675,144.1438523,149.0361251,162.5627734,164.3609266,163.3565527,166.9366596,194.4111453,204.1308926,207.4194071,208.2131865
Portugal,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,8.608331559,5.769733403,8.000247112,10.68527628,5.782945736,8.026772192,0.936143271,3.772570456,8.604982514,5.108531446,4.890502667,-1.633491995,10.41460464,7.958167331,6.267490851,7.833888005,12.95421609,11.80593504,2.779548642,-4.914609436,3.389941073,13.13199293,6.859756098,7.181378518,4.879078072,2.285811564,7.740607931,3.547304414,2.499491422,-1.304612453,7.254129129,4.427333975,3.783589682,6.736558024,9.00623467,0.021807656,-2.34381194,-5.235490516,-0.175626472,8.993091315,5.268481059,2.587998952,5.664077231,3.044578548,0.460321658,1.975325755,0.475769727,-1.116146926,-4.077165139,12.92255028,-1.837817355,-1.846490382,-6.187729418,-13.48518726,1.696010338,-1.921855146,-5.109311741,1.32263845,1.566447701,2.255389718,1.394745378,2.063339731,0.658204043,-2.288650163,-7.998725303,3.914097679,0.2,-3.201929474,0.962281983
Ukraine,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04909318,11.7547996,2.820976492,5.768554344,6.998116761,-4.914108702,-20.64267733,11.96118679,8.016666667,-0.756056164,-4.322139303,-10.11537212,-12.96212601,2.814414789,0.434343434,3.016815035,-0.456072972,-4.485170002,1.918707397,-36.72694245,6.811953543,4.605986561
Cyprus,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,8.219178082,-15.18987342,22.3880597,9.756097561,11.11111111,6,8.490566038,9.565217391,10.31746032,13.66906475,5.696202532,-23.35329341,-14.84375,21.10091743,15.60178306,10.53984576,8.265582656,7.259073842,5.950991832,2.643171806,3.111587983,5.306971904,-1.185770751,3.2,9.689922481,7.464664311,3.712837375,5.766182299,0.7,6.289308176,-8.649953286,3.664876843,1.521006331,-3.053126012,-0.267312672,2.831057878,1.734951535,4.21632284,4.769447378,1.637829666,0.033055119,1.825691863,0.535453513,0.387346675,4.79903537,4.479558181,-9.309154981,-1.813324698,-7.741775909,-9.749776586,-13.51618972,-0.629722922,5.173407075,9.62971078,8.623963226,7.249310028,4.022988506,-7.009153129,6.411279596,3.175,1.768839351,2.023809524
United States,Industrial Production,Year-over-year (YOY) percent change,Annual,,,-5.365853661,15.72164948,8.463251671,3.901437372,8.300395257,-5.291970803,12.71676301,4.407502946,1.305475065,-6.364977569,11.9007042,2.218390805,0.671876757,8.310295719,5.927243664,6.746823736,9.984495417,8.827248792,2.133536527,5.576797538,4.637399523,-3.324328887,1.404097029,7.26255059,8.164477698,-0.384461235,-8.915479526,7.780777096,7.66988965,5.482561254,3.009769723,-2.637690561,1.309933104,-5.108845774,2.62541412,9.057878031,1.271968393,1.024850797,5.048059463,4.99101134,0.85174575,0.880467551,-1.535191818,2.843243599,3.290931561,5.427372026,4.943501443,4.452895885,7.249295607,5.837969819,4.027560842,3.870837919,-3.086344621,0.373545843,1.301370984,2.668561687,3.343177086,2.276490655,2.544340269,-3.459263332,-11.47754304,5.475244896,3.092791654,2.987995228,2.012621339,3.013381744,-1.411439989,-2.191673081,1.339813677,3.156583333,-0.702548472,-7.134320109,4.390109931,3.436829657,0.159408786,-0.20888294
Malta,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95337663,18.60804174,4.774535809,6.397036122,18.82653357,1.797313797,4.903324857,2.693802882,7.936225171,2,5.274509804,3.771652077,8.372969577,17.53892017,12.82936452,12.88791758,13.77841695,3.403014098,12.69393512,0.606060606,0.973895582,4.255742269,9.954697186,7.22107774,29.14349277,-6.190737403,0.609807034,4.533377615,-0.841938046,-5.575136174,7.041058704,7.663655096,-4.239970556,-14.47459451,8.646413806,-0.099272005,5.473666777,-4.875559394,-5.967315946,-0.386202054,-7.331042383,6.884092422,3.674050351,3.080487386,0.882377424,-0.948923178,1.51616128,6.802888561,4.387245486
Slovak Republic,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.219321149,0.766283525,3.929024081,5.609756098,5.080831409,4.065934066,3.379091869,3.064351379,-0.89197225,2.510291388,-19.27559055,-9.617635583,-3.712497302,4.864380184,10.44249679,2.472858866,1.306650971,5.409367335,-2.101175887,-9.34651367,3.54693781,7.056405572,15.50767918,3.656509695,-0.890789239,15.74689916,16.85044262,39.36735779,-16.54587068,16.48954405,5.336472435,9.396535668,-3.686047501,3.164221319,4.952021933,2.375510204,1.730324536,-0.979777395,-6.213884271,-8.811613774,11.06997408,-4.491666667,3.804205567,0.336219215
Senegal,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,-1.684341859,6.099999999,-1.131008483,24.8808389,-8.854961833,6.197654941,16.40378549,2.760840109,5.488709412,-8.286088094,12.50594389,-16.92730347,3.866700586,9.086456037,4.96183206,0.149732621,4.378470739,-5.975035809,1.066376496,-13.99655469,-2.754131197,21.36972194,-13.21595248,6.550965534,-6.194081211,1.12496943,7.303506651,-3.515889114,1.180592581,6.138964167,-0.248235753,-4.525578584,7.417336908,17.54714365,3.813034503,11.61264665,1.804484488,-5.6625,9.187756725,-9.292744335,7.216754984,3.38118773,6.533616634,-0.569841157,-6.633713017,0.061382644,6.195843877,11.3166057,-0.617157274,-4.011278717,3.771473889,2.029305433,17.93660465,0.285088134,-0.847223664,0.982596835
