COUNTRY,PRODUCTION_INDEX,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Switzerland,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,10.9238031,6.917933131,5.100068228,5.447660265,3.750256515,3.856994511,3.480455173,3.593448054,4.543637575,9.100178435,8.730529595,1.575818351,2.401100063,5.540061288,1.112488581,-12.57703352,0.354308913,5.740870141,0.337367835,1.688100107,5.484728661,-0.316690903,-4.110610432,-0.32793536,2.642290211,5.637619378,3.813307473,1.17218104,7.839166046,1.480376723,4.781863212,0.519480519,-1.033591731,-1.82767624,4.255319149,2.040816327,-1.42E-04,4.589818883,3.587807804,3.558900657,8.418837148,-0.73101189,-5.096709139,0.399240156,4.002180675,3.290061978,9.179652517,10.01558527,2.184610796,-6.586403989,4.147681412,3.595,0.410353535,4.044849628,1.49058314,-1.270219311,0.231179013,5.114320096,4.626979584,4.030272636,-3.392058901,8.891308293,5.565739043,0.544593528,2.339273098
Finland,Industrial Production,Year-over-year (YOY) percent change,Annual,,,3.703703704,7.142857143,16.66666667,-4.285714286,5.970149254,14.08450704,11.11111111,2.642073779,2.851592312,-3.777657852,8.637128435,12.90655653,11.21970736,6.629323192,3.788134368,6.603204086,7.152502505,4.654660759,3.89993785,5.462090624,14.05934276,11.996892,4.712085472,8.761561498,7.110309705,4.709147576,-3.943337606,0.952230164,0.542199718,5.054038997,10.68451308,7.830586432,2.59126293,0.859261312,3.213672278,4.654607179,3.386973667,1.51035098,4.571212121,4.319225698,2.370899192,-1.65931755,-8.715267239,0.834277942,5.557803858,11.2800852,7.871734997,1.445901238,6.582920643,5.825022665,3.737417006,8.413337463,0.057131975,1.36086791,-0.01877758,5.305662504,-0.954164437,10.09273431,4.661432777,1.117362088,-18.01251835,5.683317625,1.676625346,-2.140163144,-3.119118042,-1.822555278,-0.904636261,4.146063142,3.214024836,3.476645435,1.615798923,-2.99512031,4.076322637,3.6,-2.163770914,-0.600180876
Luxembourg,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,5.555555556,22.55639098,0,-8.588957055,2.684563758,13.07189542,6.902690599,1.667038646,-4.12712351,4.813823229,8.884669031,2.921566812,-4.536116484,1.115264993,9.438886472,0.669997729,-3.705583756,-0.4114684,6.090191293,12.68277133,0.51657975,-1.13185845,4.160942586,11.94971543,3.4536925,-19.63127873,3.781099608,0.492010972,3.182413493,3.354725442,-2.147439944,-5.644177536,2.259957237,5.43628893,11.70359951,-1.140527429,1.858425559,-0.61295613,8.658030981,7.833366554,2.611565883,0.342263054,-0.795889755,-4.290576931,5.925305674,2.025551013,0.048953616,5.806727829,-0.061610077,11.4978521,-4.066850011,5.046434204,4.895746455,5.271527391,5.574018127,2.232078981,2.169349195,-0.178082192,-4.981473858,-16.08896592,8.95869191,1.42958692,-4.820121476,-3.182524748,4.301166131,1.385400632,-0.287677801,3.349895817,-1.046836228,-3.064023196,-10.33953112,8.20485078,-3.9580035,-4.58962346,-0.936619078
Sweden,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,4.126031508,5.403458213,1.093643199,13.02963714,7.846265048,8.484134138,6.469961653,5.852692238,9.099844996,7.150530182,2.875022234,3.508275569,5.310312362,8.348954578,5.644130956,0.430833575,2.445969168,6.35338484,4.510603025,-1.739369905,-2.339659869,-5.466400349,-1.276228871,6.734234511,-0.444823453,-1.787243894,-1.674799048,3.960443512,7.142939501,3.016443545,0.457551161,2.520667603,1.283104606,3.685380656,3.627793768,-4.883959362,-2.19500245,-0.761446749,11.03483089,-10.65925862,1.489695341,5.672663061,4.536907343,2.802786267,4.984064919,-1.028495943,0.028601392,1.467784979,5.654705993,2.462660028,3.080260304,3.468013468,-2.643996095,-17.59003927,9.48083553,2.528480133,-2.195121951,-4.756626951,-1.658262219,3.283699832,2.043154478,4.350673653,2.537433874,2.334732424,-4.033153892,6.838215653,2.175181265,-0.350734095,-0.499304248
Denmark,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.928376203,0.236857201,6.841551441,2.279867157,0.640631856,0.401116149,-1.511203752,2.557319224,4.428202923,-2.824207493,-1.991187934,-14.368462,2.039374054,1.345602058,-0.351459533,0.68580386,0.817359152,0.723868352,4.082023764,1.334929111,2.053238848,2.661800053,-5.298300382,9.889204285,12.41563203,8.87999407,7.794948601
France,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,9.144948952,8.197175298,4.473452208,1.380117596,9.059420562,5.620799173,6.608391608,4.552312234,6.508145639,1.763239019,5.86759797,2.334694175,3.58510392,11.7293078,5.629077927,4.715771685,7.150906384,7.555278568,2.376928463,-8.623108941,9.311688647,1.822689175,2.249171053,4.309816994,-1.038099897,-1.047891037,-0.803676487,0.071618809,1.717621273,0.656318023,2.540438406,1.748948181,3.561296806,3.467132994,1.456637912,-0.145560408,-0.710641399,-3.752982199,3.746782343,3.050909759,1.034421259,4.439541041,4.326882447,2.875658161,4.283464567,1.155240109,-1.127118011,-0.898384418,2.491048983,0.081760071,0.757519495,1.223557161,-2.541323819,-12.82127914,4.756599246,2.568927432,-2.576373933,-0.155559194,-1.074210742,1.649535809,0.464812852,2.11038961,0.620031797,0.371306684,-10.61786698,5.688622754,0.399933344,0.539419087,0.115559224
"Uzbekistan, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40054946,5.698244984,7.495403414,4.502878143,5.301867278,5.402353633,5.197813306,10.80390606,6.601795968,0.209661482,7.794920594,5.223398489,6.038058533,6.840919085
"North Macedonia, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.33013205,-15.5669145,-15.1891559,-9.750103339,-9.875771275,5.433606324,-4.187180517,-0.525924664,-4.089035301,3.393128623,-3.087248322,-5.273812061,4.701383421,-2.212912235,7.063605405,5.838292633,3.916626272,5.093758746,-8.664003551,-4.859558752,6.956788232,-2.750716332,3.201728541,4.777312524,4.950045413,3.357853743,0.175835217,5.407890338,3.703116327,-9.565682826,1.454299484,-0.233352779,0.643221118,-3.593957503
Côte d'Ivoire,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,13.8360066,17.96154859,18.3746372,13.18370426,15.17247125,6.018953917,21.81508018,24.97759355,16.32378647,15.22752668,8.513626484,15.1793722,1.654662255,-2.566066642,-9.964622642,-1.222440515,3.125,8.080808081,0,-2.803738318,-1.682692308,-6.112469438,-2.604166667,-0.802139037,1.347708895,3.191489362,8.762886598,13.27014218,11.92468619,11.21495327,2.857142857,-7.843137255,-3.90070922,-4.42804428,-11.9047619,0.803506209,17.82608696,11.31611316,-3.259668508,9.078782826,8.575359217,-4.117978319,-7.884883636,15.7567546,8.868080419,2.92183152,7.564212855,6.936557031,5.415580218,4.31084282,-26.9796452,-0.94585409,6.151380672,7.379523577,6.14015194,6.952586291
Costa Rica,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.680875772,8.058204137,4.871972222,5.482614879,0.143054158,6.342169005,7.267495202,5.024873083,3.121865805,3.162184649,3.667583227,4.842925056,4.705089706,4.409791908,6.980574417,7.544231993,3.275073497,-3.158485683,4.343992731,3.913616897,4.223601519,2.179513386,3.444178708,5.45939134,4.463255291,2.780188728,3.048483692,1.625023818,-5.617613438,8.323750676,4.229257542,5.420917809,4.492158811
"Serbia, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.060363515,4.855380178,17.94146863,2.986718497,-25.19501761,11.25220755,0.149349264,1.821474222,-2.845485929,6.568321309,0.606244316,4.167922065,4.13613575,1.43505231,-12.64147499,1.253787483,2.47652461,-2.21528547,5.509216353,-7.339449541,7.309879924,5.212014134,3.852971359,1.194753863,0.06213937,-0.186302342,6.648297929,1.916826402,2.641262573,3.146908859
Mongolia,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.178688512,-1.203951399,121.8372574,-37.64699326,14.08652127,4.034785334,1.332931697,-4.236028537,2.341270625,8.190064348,5.115419122,-0.733445642,-2.208894908,46.78293253,2.644932044,75.51105024,2.429858319
"Slovenia, Republic of",Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.286252149,-0.511546331,6.170118995,2.947281029,2.379032258,1.404752527,4.89383739,3.4929647,5.676803816,7.188804875,2.484733628,-17.36182453,7.173048235,1.287553648,-1.122308749,-0.926569377,2.232873509,5.591766724,6.616850769,7.689182326,5.131107338,3.104252647,-5.238426732,10.2020202,1.208232647,-5.623250453,-1.099188694
Bangladesh,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.360576365,-3.31826331,-0.107229528,-5.418079096,-1.982301791,4.829293058,8.190568437,-5.964637422,1.683922409,5.096845925,1.108017817,-1.866842888,9.511784512,0.367922111,4.556803995,0.179104478,7.54866905,10.58828962,14.40312475,8.108684828,6.776761629,8.813954444,6.671133909,4.056624641,3.54136553,8.942722234,2.577921833,6.980931036,6.859566576,6.518224739,12.4541373,10.88811376,5.495305846,9.281613611,6.357748217,9.602170696,15.04549825,10.91444676,9.514182132,8.669669468,13.22590259,11.11116369,13.57846237,14.45275215,0.820070887,11.47721789,12.00222607,8.518743444,2.447089947,
Montenegro,Industrial Production,Year-over-year (YOY) percent change,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73879014,0.611643331,2.644107522,14.44270016,-2.331961591,-0.517109295,0.051337997,-1.86646142,-32.28104575,17.84576778,-10.28665029,-6.938104802,10.44732195,-11.25321965,8.086469175,-2.75,-4.198800343,22.48062016,-6.337228173,-0.918305467,4.922619568,-3.266666667,6.374913853,0.145772595
Malta,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66570088,14.68630785,17.41914214,18.25082532,19.41833721,23.07413699,23.48885163,24.64058633,25.30435516,27.31256576,27.85881708,29.32823312,30.43439203,32.98265441,38.76745584,43.74107407,49.37838764,56.18194777,58.09382738,65.46822013,65.86499722,66.50645352,69.33679678,76.23906493,81.74434708,105.567505,99.03209795,99.63600265,104.1528789,103.2759762,97.51819987,104.3845136,112.3841827,107.6191264,92.04169424,100,99.90072799,105.368961,100.2316347,94.25049636,93.88649901,87.00363997,92.99305096,96.40966248,99.37954997,100.2564527,99.30509596,100.8107214,107.6687624,112.3924553
Cyprus,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,20.67377271,22.37298691,18.97455852,23.222594,25.48821293,28.32023659,30.01945079,32.56827208,35.6834981,39.36512886,44.74597381,47.2947951,36.24990283,30.86905788,37.3827123,43.21508197,47.76988496,51.71834428,55.47261709,58.773788,60.32728019,62.20441659,65.5055875,64.72884141,66.80016433,73.27304847,78.74263557,81.66622158,86.37524479,86.9798715,92.45030367,84.45339559,87.54850853,88.88012689,86.16650461,85.93617063,88.36907336,89.90223395,93.69280237,98.16143128,99.76914832,99.80212713,101.6242064,102.1683568,102.5641026,107.4861901,112.3010965,101.8468134,100,92.25822409,83.26325336,72.00923407,71.55577541,75.25764696,82.5047407,89.6199192,96.11674499,99.98351059,92.97551323,98.93643334,102.0776651,103.883255,105.9856542
Finland,Industrial Production,Index,Annual,Units,7.253536582,7.522186086,8.059485092,9.402732607,8.999758352,9.537057358,10.88030487,12.08922764,12.40863395,12.7624776,12.28035487,13.34102489,15.06289181,16.75290419,17.86350835,18.54020205,19.76444943,21.17810217,22.16387098,23.02824817,24.28607196,27.70053406,31.02373721,32.48560223,35.33184824,37.84405208,39.62618434,38.06359011,38.4260431,38.63438899,40.58698608,44.92350791,48.44128203,49.69652301,50.12354601,51.73435251,54.1423834,55.97617167,56.82160832,59.41904457,61.98548721,63.45510063,62.40217901,56.96366234,57.43889761,60.63123888,67.47049428,72.78159279,73.83394275,78.6943726,83.27833764,86.3907964,93.65914563,93.71265495,94.9879604,94.97012396,100.0089182,99.05466869,109.0519932,114.1353786,115.410684,94.62231339,100,101.6766253,99.50057968,96.39703915,94.64014983,93.78400071,97.6723446,100.811558,104.3164184,106.001962,102.8270757,107.0186391,110.8713101,108.4723089,107.8212789
France,Industrial Production,Index,Annual,Units,,,,,,,,25.78450289,28.14248252,30.44937114,31.81150921,32.25054544,35.17225799,37.14921997,39.60418591,41.40709211,44.10192597,44.87954834,47.5128998,48.62218071,50.36533641,56.27284174,59.44048386,62.24356136,66.69454017,71.73349847,73.43855241,67.10586603,73.35455534,74.69158088,76.37152229,79.66299514,78.83601367,78.00989815,77.38295094,77.43837169,78.76846963,79.2854413,81.2996391,82.72152766,85.66748678,88.63769248,89.92882271,89.79792195,89.15978074,85.81363004,89.02887998,91.74507077,92.69410128,96.80929395,100.9981183,103.9024789,108.3531048,109.6048433,108.3694674,107.395893,110.0711773,110.1611716,110.9956639,112.3537593,109.4984865,95.45937986,100,102.5689274,99.92636832,99.77092367,98.69917369,100.3272519,100.7935859,102.9207232,103.5588644,103.9433854,92.90681502,98.19193324,98.58463552,99.11641986,99.23095803
"Uzbekistan, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,104.4005495,110.3495485,118.6206924,123.9620376,130.5343403,137.586267,144.7377443,160.3750742,170.9627094,171.3211523,184.6755001,194.3218374,206.0551037,220.1511666
Côte d'Ivoire,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,11.73915194,13.36338178,15.76365209,18.66016597,21.12026707,24.32473352,25.78882802,31.41468152,39.26131299,45.67024589,52.62469477,57.10496472,65.77313986,66.86146317,65.14575347,58.65422497,57.93721196,59.74774984,64.57585083,64.57585083,62.76531296,61.70916587,57.93721196,56.4284304,55.97579593,56.73018671,58.54072459,63.6705819,72.11975864,80.71981354,89.77250291,92.33743156,85.09528007,81.77596063,78.15488489,68.85073192,69.40395183,81.77596063,91.02982088,88.06255047,96.05755818,104.2948389,100,92.11511636,106.6294692,116.0854563,119.4772777,128.5147933,137.4292953,144.871889,151.1170884,110.3462341,109.3025198,116.0261338,124.5883097,132.2382213,141.4321977
Switzerland,Industrial Production,Index,Annual,Units,,,,,,,,,,,,25.12026143,27.86434933,29.79198638,31.31139801,33.0171366,34.25536392,35.57659142,36.81481874,38.13774013,39.87058082,43.49887481,47.29655695,48.04186478,49.19539802,51.92085322,52.49846679,45.89571702,46.05832964,48.70247853,48.86678503,49.69170528,52.41716048,52.2511601,50.10331846,49.93901197,51.25854559,54.14830729,56.21314874,56.87206861,61.3303645,62.23828494,65.21443459,65.55321088,64.87565831,63.68994132,66.40015158,67.75525672,67.75516083,70.865,73.4075,76.02,82.42,81.8175,77.6475,77.9575,81.0775,83.745,91.4325,100.59,102.7875,96.0175,100,103.595,104.0201057,108.2275626,109.8407844,108.4455656,108.6962689,114.2553441,119.5419155,124.3597806,120.1414236,130.823568,138.1048664,138.8569765,142.1052204
Luxembourg,Industrial Production,Index,Annual,Units,,26.3388029,27.80206973,34.07321328,34.07321328,31.14667963,31.9828321,36.16359446,38.6598555,39.30433023,37.68219198,39.49614609,43.00524795,44.261675,42.25391386,42.72515697,46.75793604,47.07121315,45.32694992,45.14044384,47.88958322,53.96330955,54.24207308,53.6281296,55.85956528,62.53462437,64.694378,51.99404433,53.95999094,54.22548002,55.95115901,57.82816678,56.58634162,53.39250804,54.59915589,57.56732376,64.30477278,63.57135921,64.7527856,64.35587943,69.92783141,75.40553476,77.37479998,77.63962534,77.02169951,73.71702424,78.08498326,79.66663443,79.70563413,84.33392337,84.28196517,93.97258088,90.15085696,94.70026064,99.3365453,104.5730985,110.402022,112.8662823,115.3147461,115.109391,109.3752468,91.77790064,100,101.4295869,96.54055762,93.46813048,97.48835005,98.83895427,98.55461654,101.8560935,100.789827,97.70160335,87.59971566,94.78714162,91.03546323,86.85727826,86.04375642
Senegal,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,43.16614761,42.43908212,45.02786613,44.51859714,55.59519758,50.67226405,53.81275613,62.64008521,64.36947781,67.90253139,62.27606782,70.06427792,58.20428498,60.4548704,65.94807563,69.22030839,69.32395377,72.3592828,68.03578974,68.76130741,59.13709341,57.50838027,69.79776123,60.57332227,64.54145973,60.5437093,61.22480752,65.69636541,63.38655405,64.13489101,68.07210899,67.90312967,64.83012018,69.63878861,81.85840688,84.97969618,94.84808802,96.55960706,91.09191931,99.46122325,90.21854606,96.72939748,100,106.5336166,105.9265442,98.89968129,98.96038853,105.0918197,116.9846466,116.2626673,111.5990477,115.8079766,118.1580742,139.3516208,139.7488958,138.56491,139.9264445
Sweden,Industrial Production,Index,Annual,Units,,,,,,,,26.41292018,27.50272559,28.98882388,29.30585818,33.12430516,35.72332594,38.75414083,41.26151888,43.67642859,47.65091589,51.05820901,52.52614388,54.36890575,57.25606447,62.03634729,65.53775997,65.82011864,67.43005845,71.71414956,74.94889016,73.64525172,71.92220332,67.99064775,67.12293147,71.64314709,71.32446157,70.04971948,68.87652745,71.60434341,76.71899834,79.03318362,79.39480086,81.39607989,82.44047674,85.47872212,88.57971387,84.25351665,82.40414989,81.77668617,90.8006052,81.12193386,82.33040353,87.00072992,90.94787242,93.4969469,98.15689543,97.14735575,97.17514124,98.60146337,104.1770862,106.7426137,110.030564,113.8464388,110.8363434,91.34018709,100,102.5284801,100.277855,95.50801148,93.92423821,97.00842827,98.99046031,103.2972122,105.9183106,108.3912198,104.0196351,111.1327221,113.5500602,113.1518014,112.5868297
Slovak Republic,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.23228876,40.10297924,40.41028176,41.99801146,44.35399747,46.60754931,48.50258153,50.14152832,51.67804094,51.21708715,52.50278528,42.38256336,38.30636287,36.88424018,38.67842985,42.71742364,43.77376524,44.34573557,46.74455931,45.7623739,41.48518737,42.95664116,45.98783598,53.11948205,55.06180106,54.57131646,63.16460663,73.80812242,102.8644301,85.84461448,100,105.3364724,115.2344516,110.986855,114.4987247,120.1687267,123.0233471,125.1520502,123.9258387,116.2252305,105.9839121,117.7163037,112.4288797,116.7059054,117.0982931
Montenegro,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.965602,111.1384111,111.8181818,114.7747748,131.3513514,128.2882883,127.6248976,127.6904177,125.3071253,84.85667486,100,89.71334971,83.48894349,92.21130221,81.83456183,88.45208845,86.01965602,82.40786241,100.9336609,94.53726454,93.66912367,98.28009828,95.06961507,101.1302211,101.2776413
Portugal,Industrial Production,Index,Annual,Units,,,,,,,,13.4530826,14.61116855,15.45419403,16.69056774,18.47400101,19.54234247,21.11096178,21.30859063,22.11247222,24.01524659,25.24207301,26.47653727,26.04404515,28.75642948,31.04491426,32.99065142,35.57510211,40.18357771,44.92762479,46.17640997,43.90701977,45.39544187,51.35676809,54.87971712,58.82083733,61.69075191,63.10088625,67.98527846,70.39692324,72.1564883,71.21512577,76.38116295,79.76281213,82.78070966,88.35728019,96.3149442,96.33594823,94.07801477,89.15256923,88.99599372,96.9994847,102.1098842,104.7524869,110.6857487,114.0556632,114.5806861,116.844028,117.3999365,116.0895807,111.3564168,125.7465057,123.4355146,121.1562897,113.6594663,98.33227446,100,98.07814485,93.06702668,94.29796696,95.7750953,97.93519695,99.30114358,101.3500635,102.0171537,99.68233799,91.7090216,95.29860229,95.48919949,92.43170267,93.32115629
Denmark,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99980656,102.9281771,103.1719699,110.2305333,112.743643,113.4659147,113.9210448,112.1994657,115.0687642,120.1642426,116.7705551,114.4454339,98.00138518,100,101.3456021,100.9894133,101.6820026,102.5131097,103.2551697,107.4700702,108.9047195,111.1407935,114.0991392,108.0538241,118.7394875,133.4817453,145.3349164,156.6636984
Mongolia,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.17164249,45.62742265,45.07809065,100,62.35300674,71.1363763,74.00657638,74.99303349,71.8163072,73.4977213,79.51723197,83.58487166,82.97182206,81.13906171,119.0982942,122.2483631,214.5593861,219.7728751
"Serbia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.69874604,91.25963393,95.69063611,112.8589416,116.2297204,86.94562191,96.72892374,96.87338768,98.63791146,95.83118357,102.1256836,102.7448148,107.0271386,111.4539263,113.0533485,98.76173769,100,102.4765246,100.2063771,105.7269632,97.96718605,105.1284697,110.6077804,114.8694665,116.2418739,116.3141059,116.09741,123.8159117,126.1892478,129.5222371,133.5981839
Costa Rica,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88951846,45.94479071,49.64711573,52.06590942,54.92048272,54.99904875,58.48718137,62.73773447,65.89022601,67.94723044,70.09584733,72.66667087,76.18586328,79.77047649,83.28818851,89.10218249,95.82425785,98.96257272,95.83685403,100,103.9136169,108.302514,110.6629818,114.4744126,120.7240188,126.11224,129.6183983,133.569794,135.740335,128.1149677,138.7789381,144.6482568,152.48952,159.3395914
United States,Industrial Production,Index,Annual,Units,16.20174628,15.33238429,17.742888,19.24451327,19.9953259,21.65501698,20.50903981,23.1171258,24.1360138,24.45110344,22.89479619,25.61943816,26.18777742,26.36372701,28.55463069,30.24713323,32.28785399,35.51163329,38.64633351,39.47086716,41.6720775,43.60457823,42.15501864,42.746916,45.8514324,49.59496237,49.40428897,44.9996597,48.50098292,52.22095478,55.08400062,56.74190219,55.24522639,55.9689019,53.10953702,54.50388231,59.44077749,60.19684539,60.81377324,63.88368867,67.07213082,67.64341484,68.23899316,67.19139372,69.10180872,71.37590195,75.24973769,78.96970956,82.48614851,88.46581325,93.63042072,97.40144289,101.1716949,98.04918771,98.41544637,99.69619644,102.3566509,105.778615,108.1866553,110.939292,107.1016097,94.80897636,100,103.0927917,106.1731993,108.3100638,111.5738595,109.9990614,107.5882416,109.0297236,112.4713377,111.681172,103.7134797,108.2666155,111.9875546,112.1660726,111.9317768
"Slovenia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.06107678,79.36434288,78.9583575,83.83018211,86.30089317,88.35401926,89.59517457,93.97981673,97.26249855,102.7838998,110.1728338,112.9103352,93.30704095,100,101.2875536,100.1507946,99.22282798,101.4383482,107.110544,114.1978889,122.9787728,129.2889456,133.3024011,126.3194525,139.2065886,140.888528,132.9660132,131.5044658
"North Macedonia, Republic of",Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.2002574,170.4654805,143.9292649,122.0676245,110.1659049,99.28617215,104.6809919,100.2978098,99.77031887,95.69067531,98.937583,95.88313413,90.82643784,95.09653693,92.99213403,99.56073143,105.3733783,109.5004597,115.0781489,105.107774,100,106.9567882,104.0147104,107.3449791,112.4731842,118.0406579,122.0042905,122.218817,128.8282766,133.5989376,120.819287,122.5763612,122.2903259,123.0769231,118.6535908
Bangladesh,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0055771,19.15083558,18.51536043,18.4955065,17.49340533,17.14663324,17.97469441,19.44692405,18.28698554,18.59492419,19.54267883,19.75921519,19.39034169,21.23470921,21.3128364,22.28402058,22.32393226,24.00909202,26.55124422,30.37545304,32.8385028,35.06388985,38.15440513,40.69973659,42.35077213,43.85056778,47.77200225,49.00352713,52.42442956,56.02051821,59.67206149,67.10370196,74.41002937,78.49908806,85.7850701,91.23906887,100,115.0454983,127.6020779,139.742372,151.8575738,171.9421085,191.0468777,216.9881061,248.3488592,250.3854959,279.1227849,312.6237325,339.2553462,347.5572297,
Ukraine,Industrial Production,Index,Annual,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4344862,91.02250998,101.7220236,104.591578,110.625,118.3666667,112.55,89.31666667,100,108.0166667,107.2,102.5666667,92.19166667,80.24166667,82.5,82.85833333,85.35801599,84.96872115,81.15772956,82.71490892,52.33625192,55.90137309,58.47618282
